city,n()
Lake Barrington,132
Leichlingen,132
Longs,132
Murr,132
Nipawin,132
Peyton,132
Prairie du Sac,132
Prince William,132
Saint Paris,132
Schkopau,132
Schönaich,132
Slingerlands,132
Springer,132
Thornbury,132
Tybee Island,132
Weilerswist,132
Ambridge,131
Aßlar,131
Assonet,131
Bad Soden-Salmünster,131
Biblis,131
Big Bear City,131
Califon,131
Casco,131
Du Quoin,131
Elterlein,131
Freetown,131
Galloway,131
Gerolzhofen,131
Grafschaft,131
Haleyville,131
Killingly,131
La Broquerie,131
Langenselbold,131
Mc Donald,131
Mountain Lakes,131
Ocean Shores,131
Orla,131
Plains,131
Prudhoe Bay,131
Rainbow City,131
Rohrbach,131
Selb,131
Skaneateles,131
Tuba City,131
West Milford,131
Bad Schönborn,130
Bedburg,130
Bellwood,130
Bloomer,130
Boxford,130
Boylston,130
Cobb,130
Deißlingen,130
Elie,130
Emstek,130
Fanwood,130
Friday Harbor,130
Groß-Zimmern,130
Indian Rocks Beach,130
Juist,130
Juncos Zona Urbana,130
Kaltennordheim,130
Laytonsville,130
Melfort,130
Mellen,130
Miesbach,130
Mountain Grove,130
Pala,130
Peitz,130
Priceville,130
Red Springs,130
Remels,130
River Rouge,130
Township of Ewing,130
Tuolumne,130
Annweiler am Trifels,129
Avondale Estates,129
Belding,129
Betzdorf,129
Birstein,129
Blyth,129
Bötzingen,129
Bryans Road,129
Burkburnett,129
Cantonment,129
Cibolo,129
Cranberry Township,129
Folkston,129
Hahn,129
Heroldstatt,129
Hilter am Teutoburger Wald,129
La Fayette,129
Manchester by the Sea,129
Mayodan,129
Moultonborough,129
National,129
New Lexington,129
Perl,129
Ponderay,129
Poolesville,129
Red Deer County,129
Red Earth Creek,129
Richland Hills,129
Saluda,129
South Daytona,129
Algoma,128
Bacliff,128
Borden-Carleton,128
Boron,128
Chapleau,128
Combes,128
Coupeville,128
Dania,128
Ft Walton Bch,128
Gottmadingen,128
Hamlet,128
Lac-Saint-Jean,128
Landkreis Passau,128
Lone Jack,128
Manakin Sabot,128
Mancos,128
Maulburg,128
Meridianville,128
Miami Shores,128
Montevideo,128
Oberpfaffenhofen,128
Old Fort,128
Ottersberg,128
Pinson,128
Red Lodge,128
Ronceverte,128
Sodus,128
Steinheim,128
Thornwood,128
Town of Wheatfield,128
Volo,128
West Norriton,128
Bartonsville,127
Blanchard,127
Blankenburg,127
Carl Junction,127
Carville,127
Coaticook,127
Croton-on-Hudson,127
Daniel Island,127
Delanco,127
Dewey,127
Ellicottville,127
Großheringen,127
Hamburg-Bergedorf,127
Holland Landing,127
Irschenberg,127
Neuendettelsau,127
Oberstaufen,127
Pentagon,127
Pinecrest,127
Powdersville,127
Ridgedale,127
Rodenbach,127
Saint Ansgar,127
Warden,127
Weare,127
Anacostia,126
Brand-Erbisdorf,126
Chinle,126
Cross City,126
Daytona Beach Shores,126
East Durham,126
Falkenberg/Elster,126
George West,126
Georgina,126
Inning am Ammersee,126
Kandel,126
Kingstowne,126
Kula,126
Landover Hills,126
Lauffen am Neckar,126
Losheim am See,126
Marystown,126
Momence,126
Munising,126
New Franken,126
Nonnweiler,126
Omro,126
Pine Ridge,126
Plau am See,126
Purcell,126
Sooke,126
South Whitley,126
Weilerbach,126
Wilkau-Haßlau,126
Wurtsboro,126
Zellwood,126
Altona,125
Charter Township of Flint,125
City of Las Vegas,125
Coachella Valley,125
Diamondhead,125
Dissen am Teutoburger Wald,125
East Dundee,125
East Wareham,125
Eastanollee,125
Edingen-Neckarhausen,125
Ham Lake,125
Heitersheim,125
Hermantown,125
Jenkins,125
Kemp,125
Keystone Heights,125
Lucasville,125
Mayfield Village,125
Meßkirch,125
Milltown,125
Moody,125
Morro Bay,125
New York Mills,125
Olsberg,125
Ostfriesland,125
Pasewalk,125
Pennsdale,125
Port Byron,125
Reed City,125
Sagamore,125
Sandy Lake,125
Scenery Hill,125
Tomahawk,125
Wemding,125
Willow Springs,125
Accomac,124
Ahlhorn,124
Borkum,124
Brillion,124
Cliffwood,124
Dansville,124
Decherd,124
Elwyn,124
Fajardo,124
Gersfeld,124
Hahira,124
Joint Base Lewis McChord,124
Kirchseeon,124
Lakeshore,124
New Enterprise,124
Parksley,124
Piesport,124
Scheidegg,124
Siek,124
Vlotho,124
Werneck,124
Westhampton,124
Wolmirstedt,124
Apfelstädt,123
Barton,123
Berlin-Treptow,123
Bisbee,123
Cahokia,123
Cayuga,123
Colusa,123
Fort Buchanan,123
Gerbrunn,123
Gronau (Leine),123
Hockley,123
Jettingen-Scheppach,123
Königslutter am Elm,123
Löffingen,123
Oelsnitz/Erzgebirge,123
River Edge,123
S Burlington,123
S Plainfield,123
Schleiz,123
Storrs Mansfield,123
Suffield,123
Visbek,123
Zwönitz,123
Abtsgmünd,122
Bad Herrenalb,122
Brüggen,122
Centerburg,122
Claxton,122
Cleves,122
Cross Plains,122
Essenbach,122
Falconer,122
Fehmarn,122
Grefrath,122
Hoppegarten,122
Lichtenstein,122
Maxhütte-Haidhof,122
Mc Kees Rocks,122
Merkel,122
Mettawa,122
Newburg,122
Niefern-Öschelbronn,122
North Stonington,122
Oberlungwitz,122
Okarche,122
Scharbeutz,122
Schwaig,122
Stittsville,122
Temperance,122
Tontitown,122
Township of Medford,122
Von Ormy,122
Alorton,121
Austinburg,121
Ayden,121
Bulverde,121
Canterbury,121
Endwell,121
Garrel,121
Glenn Dale,121
Greifenstein,121
Hawley,121
Hazelton,121
Honea Path,121
Hürtgenwald,121
Indian Orchard,121
Kirtland,121
La Grange Park,121
Llano,121
Lyman,121
Merbelsrod,121
Moneta,121
Montreal,121
Notre-Dame-de-Grâce,121
Peshtigo,121
Pfalzgrafenweiler,121
Pinconning,121
Pretzfeld,121
Purvis,121
Rockton,121
South Range,121
Steinen,121
Urbach,121
Wietze,121
Yeadon,121
Ahwatukee,120
Angermünde,120
Beeskow,120
Bella Coola,120
Büttelborn,120
Charter Township of Fort Gratiot,120
Cisco,120
Clarkesville,120
Deep River,120
Eldora,120
Ertingen,120
Essexville,120
Follansbee,120
Friedenweiler,120
Gerabronn,120
Glendive,120
Hogansville,120
Iron Ridge,120
Kammerstein,120
Keaau,120
Kenly,120
Kensett,120
Klingenberg am Main,120
Knetzgau,120
Laubach,120
Leinburg,120
Matamoras,120
Munnsville,120
Orland,120
Rothesay,120
Ruleville,120
Salado,120
Schiffweiler,120
Sohland,120
Stuttgart Bad Cannstatt,120
Sulingen,120
Sunriver,120
Torgelow,120
Township of Woolwich,120
Uhrichsville,120
Wawa,120
Windhagen,120
Academy,119
Arizona City,119
Avoca,119
Bad Endorf,119
Baindt,119
Barßel,119
Basehor,119
Belchertown,119
Böhmenkirch,119
Brodheadsville,119
Carlin,119
Castle Pines,119
Cave City,119
Coal City,119
Dyersville,119
Emscher-Lippe,119
Escalon,119
Gibbstown,119
Grafing bei München,119
Hahnville,119
Hartford City,119
Haysville,119
Hesston,119
Hungen,119
Kastellaun,119
Littlerock,119
McChord AFB,119
Millerton,119
Neresheim,119
Noel,119
Nohfelden,119
Pepper Pike,119
Phillips,119
Reedsville,119
Rivière-des-Prairies,119
Rosamond,119
Saal a.d.Donau,119
Saddle River,119
Saint-Rémi,119
Sainte-Sophie,119
Schwalmstadt,119
South Hackensack,119
Spring City,119
Stockheim,119
Walland,119
Weischlitz,119
Willstätt,119
Armada,118
Cape Neddick,118
Coudersport,118
East Earl,118
East Lyme,118
Emskirchen,118
Esterhazy,118
Flatwoods,118
Floyd,118
Frederica,118
Halstead,118
Hartha,118
Hirschaid,118
Homberg (Efze),118
Lake Frederick,118
Lavaltrie,118
Malschwitz,118
Manawa,118
Mexico Beach,118
Monee,118
North Point,118
Portageville,118
Prosperity,118
Rehoboth,118
Ruthven,118
Saltsburg,118
Schierling,118
Snowmass,118
Waskom,118
Wewahitchka,118
Arnstein,117
Blue Eye,117
Budenheim,117
Catlettsburg,117
Columbus Grove,117
Deizisau,117
Durmersheim,117
French Lick,117
Gescher,117
Green River,117
Hazel Park,117
Hohenlohe,117
Hoya,117
Island of Hawai‘i,117
Leola,117
Mars Hill,117
Montgomery City,117
Negaunee,117
Oka,117
Pinckneyville,117
Renfrew,117
Römhild,117
Rosenau,117
Sloatsburg,117
Watrous,117
Willmering,117
Windsbach,117
Bad Hindelang,116
Bad Lausick,116
Bärenstein,116
Barnstable,116
Camp Smith,116
Candor,116
Crabtree,116
Elko New Market,116
Encinal,116
Erkner,116
Firestone,116
Hopland,116
Horn-Bad Meinberg,116
Iron Station,116
James Island,116
Kingsley,116
Königsbrück,116
Lamesa,116
Leicester,116
Machias,116
Mayetta,116
Michelfeld,116
Midland Park,116
Mifflintown,116
Nidderau,116
Nohra,116
North Sioux City,116
Pfreimd,116
Pipersville,116
Poughquag,116
Quakenbrück,116
Saterland,116
Stratton Mountain,116
Timmonsville,116
Trostberg an der Alz,116
Am Bahnhof,115
Asbury,115
Bad Wurzach,115
Beverstedt,115
Burkesville,115
Carter Lake,115
Craig,115
Dierdorf,115
Flughafen München,115
Garrison,115
Grandy,115
Greenup,115
Hewlett,115
Kearny Mesa,115
Lac La Biche,115
Long Sault,115
Mahomet,115
Markdale,115
Marklkofen,115
New Holstein,115
Ostseebad Dierhagen,115
Peckville,115
Plato,115
Pukalani,115
Reserve,115
Spencerville,115
Stevens,115
Stoneville,115
Tupman,115
Alden,114
Berlin-Buch,114
Berlin-Mahlsdorf,114
Center City,114
Clymer,114
Crossroads,114
Deckerville,114
Ebersbach an der Fils,114
El Portal,114
Elverson,114
Faro,114
Forks,114
Howey in the Hills,114
Ilsfeld,114
Langenwetzendorf,114
Larned,114
Lauingen,114
North Lake,114
Oelsnitz,114
Palms,114
Peapack,114
Pincher Creek,114
Pisgah Forest,114
Plaidt,114
Potosi,114
Roxborough,114
Saint Bonifacius,114
Satrup,114
Shawnee on Delaware,114
Six Mile,114
Sondershausen,114
Steinberg,114
Ticonderoga,114
Weißenstadt,114
Bad Abbach,113
Bad Königshofen im Grabfeld,113
Castleton-on-Hudson,113
Chetek,113
Efringen-Kirchen,113
Freigericht,113
Garnett,113
Gila Bend,113
Haddam,113
Harbeson,113
Harrah,113
Higginsville,113
Imperial Beach,113
Kissing,113
Lampertheim,113
Lower East Side,113
Mannford,113
Markle,113
Mettingen,113
Point Loma,113
Rantoul,113
Rumson,113
Shavano Park,113
Töpen,113
Tutzing,113
Watkins,113
White Haven,113
Alsterdorf,112
Alva,112
Auburn University,112
Boring,112
Contrecoeur,112
Donnacona,112
Donzdorf,112
Driggs,112
Eagle Mountain,112
Enosburgh,112
Eschenburg,112
Eynon,112
Fort Jackson,112
Fort Myer,112
Green Lake,112
Guadalupe,112
Guthrie Center,112
Holts Summit,112
Lindenwold,112
New Tazewell,112
Niedereschach,112
Preußisch Oldendorf,112
Santa Claus,112
Schönau am Königssee,112
Stirling,112
Stone Ridge,112
Sunset Hills,112
Teutschenthal,112
Weismain,112
White Sulphur Springs,112
Zandt,112
Bulach,111
Calumet Park,111
Cardiff-by-the-Sea,111
Continental,111
Devine,111
Elkford,111
Elsterwerda,111
Emporium,111
Flesherton,111
Ganado,111
Gensingen,111
Greiz,111
Heiligengrabe,111
Inuvik,111
Kaisersesch,111
Kingshill,111
Kootenay,111
Kümmersbruck,111
Miner,111
Nordheim,111
North Dighton,111
North Plains,111
Palos Park,111
Point Mugu NAWC,111
Potterville,111
Rickling,111
Röttingen,111
Saint-Lin--Laurentides,111
Tallulah,111
Tucumcari,111
Uhlstädt-Kirchhasel,111
Weißensee,111
West York,111
Wilburton,111
Zeuthen,111
Zwiesel,111
Aretsried,110
Blue Earth,110
Campton,110
Cheswold,110
Dardanelle,110
Dighton,110
Dingelstädt,110
Flemingsburg,110
Gommern,110
Great Mills,110
Hinkley,110
Holdenville,110
Kyritz,110
Lauterecken,110
Mauern,110
Mont Belvieu,110
Morden,110
Oststeinbek,110
Rio Linda,110
Schliersee,110
Schwentinental,110
Shamokin,110
Shell Lake,110
South Pittsburg,110
Sturgeon Lake,110
Tulia,110
West Brookfield,110
Adamsville,109
Amana,109
Bad Kötzting,109
Bad Sooden-Allendorf,109
Benwood,109
Carbonear,109
Carmichaels,109
Edermünde,109
Eppelheim,109
Eschenbach in der Oberpfalz,109
Filer,109
Fischach,109
Fordyce,109
Friesoythe,109
Jacinto City,109
Kreuzau,109
Los Cerritos,109
Mitchellville,109
Naila,109
Naunhof,109
Neuhaus am Rennweg,109
New England,109
Oromocto,109
Parkesburg,109
Parkstein,109
Ridgely,109
Runkel,109
Schutterwald,109
Spring Arbor,109
Stone Park,109
Sunapee,109
Upper Saddle River,109
Usedom,109
Alfter,108
Allermöhe,108
Arnold AFB,108
Axis,108
Bells,108
Brundidge,108
Creola,108
Dassel,108
Dorado,108
Eads,108
Eielson AFB,108
Flin Flon,108
Fuldabrück,108
Gönnebek,108
Großröhrsdorf,108
Hallowell,108
Howard,108
Igersheim,108
Kaisheim,108
Liberty Hill,108
Lively,108
Long Lake,108
Marcellus,108
Mascot,108
Middleville,108
Milesburg,108
Nesselwang,108
Neville Island,108
Niederdorfelden,108
North Lima,108
Parchment,108
Pausa,108
Schlotheim,108
Somerdale,108
Sulzbach/Saar,108
Wolfforth,108
Woodmere,108
Aschau,107
Atlantic Highlands,107
Burladingen,107
Cherry Valley,107
Chesley,107
Delphi,107
Fairdale,107
Flieden,107
Grimmen,107
Jamul,107
Kuna,107
Lavalette,107
Marthasville,107
Meßstetten,107
Möglingen,107
Moreland Hills,107
Mountain City,107
Noble,107
Olivehurst,107
Ostseebad Zinnowitz,107
Pentling,107
Portneuf,107
Schwaan,107
Shillington,107
Smelterville,107
South Point,107
Terryville,107
Wabasca,107
Wahlwies,107
West Milton,107
Wingate,107
Bad Düben,106
Deltaville,106
Duson,106
East Hills,106
Elz,106
Engen,106
Evendale,106
Gehrden,106
Großhelfendorf,106
Grundy Center,106
Kalletal,106
Kayenta,106
Kirby,106
McCall,106
Mineral Point,106
Mount Hermon,106
Neuler,106
Pioneer,106
Saint-romuald,106
Shingle Springs,106
Silsbee,106
storrs mansfield,106
Unity,106
Warner,106
Westend,106
Wettringen,106
Zarrentin,106
100 Mile House,105
Borchen,105
Börnsen,105
Castle Shannon,105
Cawston,105
City of Wilmington,105
Crum Lynne,105
Darrow,105
Denali National Park,105
Eatonville,105
Fort Defiance,105
Fox Chapel,105
Greenwood Lake,105
Harrison City,105
Hephzibah,105
Lachute,105
Mehring,105
Mengen,105
Mühlhausen im Täle,105
Neuenbürg,105
Newman,105
Nierstein,105
North Metro,105
North Windham,105
Olympic Valley,105
Panorama,105
Philippi,105
Portales,105
Reute (Breisgau),105
Ridgeville Corners,105
Ross Township,105
Sinton,105
Thamesville,105
Ursberg,105
Waveland,105
Wurster Nordseeküste,105
Zell,105
Berthierville,104
Brielle,104
Coronation,104
Crivitz,104
Duck Key,104
Estorf,104
Hausham,104
Havixbeck,104
Highwood,104
Hirschhorn,104
Hornberg,104
Hubert,104
Ihlow,104
Innisfail,104
Jamesville,104
Kötz,104
Lake Delton,104
Lucedale,104
Marsberg,104
McDonald,104
Mills River,104
Mont-Saint-Hilaire,104
Oakland Gardens,104
Oberfranken,104
Romney,104
Rowley,104
Royal Oaks,104
Saint-Hilaire,104
Sainte-Dorothée,104
Sainte-Hélène-de-Bagot,104
Seedorf,104
South Berwick,104
Tangermünde,104
Township of West Chester,104
Tyngsboro,104
Upper Montclair,104
Whitefish Bay,104
Wiesmoor,104
Bad Orb,103
Bergrheinfeld,103
Biberach (Baden),103
Bickenbach,103
Breddorf,103
Caseyville,103
Collingdale,103
Cresskill,103
Day,103
Dettingen an der Iller,103
Fairfax Station,103
Farwell,103
Fulshear,103
Gimli,103
Kummerfeld,103
LaFollette,103
Lahaska,103
Lake Point,103
Madill,103
Merkers,103
Neuhäusel,103
Neunburg vorm Wald,103
Nürburg,103
Ochtrup,103
Ocilla,103
Oppenheim,103
Pen Argyl,103
Puslinch,103
Reinbeck,103
Saint-mathias-sur-richelieu,103
Salmon Creek,103
Seeheilbad Graal-Müritz,103
St. George,103
Starbuck,103
Sumterville,103
Sun Lakes,103
Tidewater,103
Turners Falls,103
Upgant-Schott,103
Waldaschaff,103
Warroad,103
Weeze,103
West Kingston,103
Zapfendorf,103
Amerang,102
Berlin-Weißensee,102
Brush Prairie,102
Burgkunstadt,102
Cohoes,102
Cresco,102
Dennison,102
Dernbach,102
Erlenbach,102
Gypsum,102
Jordan,102
Jüchen,102
Lauenau,102
Leutenbach,102
Mastic,102
Neuhausen ob Eck,102
Pierson,102
Portola Valley,102
Rock Island Arsenal,102
Roßlau,102
Ruckersville,102
Saint-lambert-de-lauzon,102
Shallowater,102
Shepherd,102
South Attleboro,102
Stavenhagen,102
Töging am Inn,102
Vale,102
Venus,102
Welzheim,102
Wentorf bei Hamburg,102
Wilcox,102
Wittmund,102
Amos,101
Baie-ste-anne,101
Berlin-Tempelhof,101
Bushkill,101
Cavan,101
Charlotte Amalie,101
Charlotte Hall,101
Cross Roads,101
Cumberland City,101
Dadeville,101
Darby,101
Dippoldiswalde,101
Effelder-Rauenstein,101
Falkenberg,101
Geisenfeld,101
Grantham,101
Hazen,101
L'ange Gardien,101
L'Île-Perrot,101
Lefroy,101
Littlefield,101
Mahanoy City,101
Mc Kenzie,101
Melissa,101
Neuötting,101
Orefield,101
Pleasant View,101
Pontoon Beach,101
Remagen,101
Shively,101
South Calgary,101
Township of West Deptford,101
Weiler,101
Weißandt-Gölzau,101
Winamac,101
Wunsiedel,101
29 Palms,100
Ahlbeck,100
Bad Sachsa,100
Brady,100
Chadron,100
Creuzburg,100
Doon,100
Fritzlar,100
Glen Oaks,100
Gold Hill,100
Gouverneur,100
Hermeskeil,100
Hickory Withe,100
Italy,100
Jugenheim,100
Kröpelin,100
Lāna‘i City,100
Lovelock,100
Mill Spring,100
Moxee,100
Multnomah,100
Napierville,100
Nephi,100
Newell,100
North Manchester,100
Ostseebad Nienhagen,100
Overath,100
Palos Verdes Peninsula,100
Petty Harbour,100
Rodeo,100
Royal City,100
Sohland an der Spree,100
Soperton,100
Spenge,100
Tougaloo,100
Vails Gate,100
Vienenburg,100
Waimānalo,100
Wentorf,100
West Coxsackie,100
Armuchee,99
Bishops Falls,99
Davidsville,99
Doberlug-Kirchhain,99
Elk Mills,99
Factoryville,99
Geseke,99
Greenbush,99
Greene,99
Haven,99
Hines,99
Höchstädt an der Donau,99
Idabel,99
Jim Falls,99
Kranenburg,99
Lenningen,99
Linsengericht,99
Long View,99
Malente,99
Marksuhl,99
McAdoo,99
Meckenbeuren,99
Meine,99
New River,99
Niederstetten,99
Nienhagen,99
Nine-mile,99
North Cape May,99
Notre-Dame-de-la-Salette,99
Obetz,99
Old Bethpage,99
Orion,99
Pass Christian,99
Pfedelbach,99
Picture Butte,99
Rieden,99
Saint Davids,99
Selters,99
Shoreham,99
Signal Mountain,99
Spring Branch,99
Starr,99
Trochu,99
Unterwellenborn,99
Wadgassen,99
Wanzleben,99
Watkins Glen,99
Yerington,99
Appling,98
Asbestos,98
Bovenden,98
Bruchhausen-Vilsen,98
Cassville,98
Centerton,98
Cherry Hills Village,98
Delta Junction,98
Ebermannstadt,98
Elsendorf,98
Eston,98
Frackville,98
Gaspé,98
Grasleben,98
Harper Woods,98
Heimbach,98
Huxley,98
Isenbüttel,98
Kiefer,98
Maine,98
McAdenville,98
Moulton,98
Mt Lake Park,98
Murrhardt,98
Nebelschütz,98
Neuhof,98
Outlook,98
Paulding,98
Saucier,98
Scurry,98
Star City,98
Sunman,98
Tripler Army Medical Center,98
Ubstadt-Weiher,98
Valders,98
Ware Shoals,98
West Bountiful,98
West Ogden,98
Wiesentheid,98
Wölfersheim,98
Wood River Junction,98
Baker Hill,97
Baldwyn,97
Berchtesgaden,97
Biebergemünd,97
Bliss,97
Bobingen,97
Borgstedt,97
Calipatria,97
Cheltenham,97
Dettingen an der Erms,97
Eitting,97
Friant,97
Gailingen,97
Glonn,97
Hamburg-Nord,97
Hawkins,97
Highland Springs,97
Kellmünz,97
La Fargeville,97
Langenargen,97
Maryland,97
Mascoutah,97
Mengerskirchen,97
Mönchweiler,97
Payne,97
Rolling Hills Estates,97
Saint Croix,97
Scheeßel,97
Sleepy Eye,97
Smoke Rise,97
Spangenberg,97
Tatamy,97
Thiensville,97
Vöhl,97
Weyers Cave,97
Wiek,97
Womelsdorf,97
Wörth an der Donau,97
Arabi,96
Ascutney,96
Bad Bocklet,96
Blenheim,96
Bodman-Ludwigshafen,96
Bornhöved,96
Burtenbach,96
Columbus AFB,96
Covert,96
Duffield,96
Eppertshausen,96
Farmerville,96
Ferriday,96
Gangkofen,96
Garrett,96
Gosheim,96
Ilwaco,96
Irricana,96
Kahl am Main,96
Kingsbury,96
Kingsford,96
Kötzting,96
Lampertswalde,96
Lunden,96
Onley,96
Opportunity,96
Owen,96
Robert,96
Rockaway Park,96
Rotterdam,96
Roxbury Crossing,96
Sandhausen,96
Stadtroda,96
Sulzbach (Taunus),96
Tama,96
Tumacacori,96
Tuxedo Park,96
Uedem,96
Van Alstyne,96
Vetschau,96
Watervliet,96
West Helena,96
Westby,96
Wpafb,96
Albrightsville,95
Asbach-Bäumenheim,95
Bonifay,95
Chibougamau,95
East Fishkill,95
Furlong,95
Glen Rose,95
Gloucester City,95
Gull Lake,95
Holderness,95
Indian Head Park,95
Jarvisburg,95
Kirchhundem,95
Köln-Chorweiler,95
Marlow,95
McClellandtown,95
Midland City,95
Mono,95
Mont Vernon,95
Naval Air Station Whidbey Island,95
Oberteuringen,95
Ovid,95
Pfullendorf,95
Port Canaveral,95
Reichenau,95
Riedenburg,95
Sendenhorst,95
Skippers,95
Spruce View,95
Steinenbronn,95
Three Hills,95
Velden,95
Warman,95
Williams Bay,95
Winsen (Aller),95
Accokeek,94
Aerzen,94
Anacostia Naval Station,94
Aztec,94
Bad Windsheim,94
Beauharnois,94
Berching,94
Biscoe,94
Blue Mound,94
Buckley,94
Cayey,94
Cliffside Park,94
Cutchogue,94
Demorest,94
Doña Ana,94
Eicklingen,94
Eltville,94
Flamborough,94
Freudenberg,94
Furtwangen,94
Grundy,94
Guelph/Eramosa,94
Heiskell,94
Hille,94
Hünxe,94
Jandelsbrunn,94
Julian,94
Kleinburg,94
Kronshagen,94
La Pine,94
Landisville,94
Loxahatchee Groves,94
Maxton,94
MCAS New River,94
Mittenwalde,94
Mölln,94
Pattensen,94
Pedricktown,94
Reynoldsville,94
Robins,94
Ruhla,94
Schwarzach,94
St. Anthony,94
Stapleton,94
Sulz am Neckar,94
Sutter,94
West University Place,94
Yorkdale,94
Adelsdorf,93
Altendiez,93
Bad Sassendorf,93
Bietigheim,93
Byhalia,93
Charter Township of Ann Arbor,93
Eddystone,93
Edgewater Park,93
Ellhofen,93
Fehrbellin,93
Fort Ann,93
Gibbsboro,93
Hubbardston,93
Ijamsville,93
Killdeer,93
Köln-Ehrenfeld,93
Luckey,93
Marbach am Neckar,93
Mc Minnville,93
McBee,93
Mehlingen,93
Mockrehna,93
Moncton Area,93
Monson,93
Neuried,93
Nisland,93
North Clarendon,93
Pantego,93
Raphine,93
Sainte-claire,93
Sandersdorf,93
Schlangen,93
Sherrington,93
Wales,93
Warners,93
Waterman,93
Willingen (Upland),93
Wolkenstein,93
Beelitz,92
Benning,92
Blaubeuren Seißen,92
Blissfield,92
Cinco Ranch,92
Clarklake,92
Colon,92
Creighton,92
Drumright,92
East Greenville,92
Elora,92
Elsa,92
Eureka Springs,92
Evans Mills,92
Fonda,92
Fürstenau,92
Gillam,92
Göhren-Lebbin,92
Grünheide,92
Habichtswald,92
Hainburg,92
Hancocks Bridge,92
Hohenlinden,92
Horry,92
Kandern,92
Kappeln,92
Koreatown,92
Little Valley,92
Louiseville,92
Loxley,92
Medebach,92
Mont Alto,92
Mount Currie,92
Niederbayern,92
Onion Lake,92
Rohrdorf,92
Röthlein,92
Shamong,92
South Hutchinson,92
Temecula Valley,92
Tonopah,92
Trierweiler,92
Vechelde,92
Wanaque,92
Wasbek,92
Wormleysburg,92
